Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Huntington Disease,C0020179,SLC9A1,6548,P19634,solute carrier family 9 member A1,Transporter,144,0.55,0.731,0.79049,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,BLZF1,8548,Q9H2G9,basic leucine zipper nuclear factor 1,,12,0.78,0.269,5.09E-07,0.01,,1,1,0,1996,1996
Huntington Disease,C0020179,SLC9A5,6553,Q14940,solute carrier family 9 member A5,Transporter,11,0.78,0.346,1.80E-08,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,SRI,6717,P30626,sorcin,,80,0.587,0.769,3.48E-10,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,SLC12A1,6557,Q13621,solute carrier family 12 member 1,Transporter,87,0.631,0.538,6.68E-17,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,SLC12A2,6558,P55011,solute carrier family 12 member 2,Transporter,128,0.552,0.808,0.96153,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,DCLK3,85443,Q9C098,doublecortin like kinase 3,Kinase,47,0.647,0.615,0.13686,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,SLCO2A1,6578,Q92959,solute carrier organic anion transporter family member 2A1,Transporter,112,0.578,0.654,2.28E-13,0.01,,0,1,0,2019,2019
Huntington Disease,C0020179,SLPI,6590,P03973,secretory leukocyte peptidase inhibitor,Enzyme modulator,310,0.449,0.846,0.00089665,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,SUMO3,6612,P55854,small ubiquitin like modifier 3,,30,0.686,0.538,0.32841,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,SOX2,6657,P48431,SRY-box transcription factor 2,Transcription factor,503,0.405,0.808,0.70662,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,CDK5R1,8851,Q15078,cyclin dependent kinase 5 regulatory subunit 1,Enzyme modulator,153,0.529,0.808,0.9149,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,RAF1,5894,P04049,"Raf-1 proto-oncogene, serine/threonine kinase",Kinase,470,0.418,0.885,0.85295,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,UBXN6,80700,Q9BZV1,UBX domain protein 6,,3,0.931,0.154,5.48E-06,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,CAMK2A,815,Q9UQM7,calcium/calmodulin dependent protein kinase II alpha,Kinase,87,0.612,0.538,0.99845,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,NKX2-1,7080,P43699,NK2 homeobox 1,Transcription factor,319,0.457,0.808,0.35874,0.01,,1,1,0,2005,2005
Huntington Disease,C0020179,RET,5979,P07949,ret proto-oncogene,Kinase,607,0.392,0.885,1,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,BCL2L1,598,Q07817,BCL2 like 1,Signaling,212,0.493,0.885,0.93667,0.01,,1,1,0,2001,2001
Huntington Disease,C0020179,SGCA,6442,Q16586,sarcoglycan alpha,Calcium-binding protein,111,0.592,0.654,0.0027124,0.01,,1,1,0,2009,2009
Huntington Disease,C0020179,SOCS3,9021,O14543,suppressor of cytokine signaling 3,Enzyme modulator,375,0.434,0.808,0.74613,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,RLN2,6019,P04090,relaxin 2,Signaling,54,0.626,0.615,0.00090025,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,RNASE4,6038,P34096,ribonuclease A family member 4,,22,0.736,0.385,0.00017566,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,PAPPA2,60676,Q9BXP8,pappalysin 2,,28,0.751,0.423,7.79E-08,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,TNFRSF17,608,Q02223,TNF receptor superfamily member 17,Receptor,81,0.588,0.692,1.37E-06,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,ROCK1,6093,Q13464,Rho associated coiled-coil containing protein kinase 1,Kinase,157,0.513,0.731,1,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,ROS1,6098,P08922,"ROS proto-oncogene 1, receptor tyrosine kinase",Kinase,356,0.439,0.885,1.62E-72,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,TET1,80312,Q8NFU7,tet methylcytosine dioxygenase 1,,156,0.523,0.808,1,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,RENBP,5973,P51606,renin binding protein,Enzyme,156,0.528,0.769,0.44916,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,CLDN5,7122,O00501,claudin 5,Cell-cell junction,104,0.559,0.769,0.89512,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,BCHE,590,P06276,butyrylcholinesterase,,392,0.447,0.923,1.06E-13,0.01,,1,1,0,1977,1977
Huntington Disease,C0020179,CALD1,800,Q05682,caldesmon 1,,94,0.578,0.692,0.99879,0.01,,1,1,1,2005,2005
Huntington Disease,C0020179,TRAF6,7189,Q9Y4K3,TNF receptor associated factor 6,Signaling,254,0.472,0.808,0.99739,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,RAN,5901,P62826,"RAN, member RAS oncogene family",Enzyme modulator,87,0.576,0.808,0.97576,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,RANBP2,5903,P49792,RAN binding protein 2,Enzyme modulator,110,0.578,0.615,1,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,CD14,929,P08571,CD14 molecule,,551,0.392,0.885,4.88E-05,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,RARB,5915,P10826,retinoic acid receptor beta,Nuclear receptor,254,0.478,0.846,0.99983,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,C3,718,P01024,complement C3,Enzyme modulator,343,0.445,0.885,0.90421,0.01,,1,1,0,1999,1999
Huntington Disease,C0020179,PANK2,80025,Q9BZ23,pantothenate kinase 2,Kinase,171,0.559,0.808,7.40E-07,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,ASRGL1,80150,Q7L266,asparaginase and isoaspartyl peptidase 1,Enzyme,205,0.494,0.808,2.76E-05,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,TNFRSF1B,7133,P20333,TNF receptor superfamily member 1B,,417,0.425,0.885,0.50201,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,LGR6,59352,Q9HBX8,leucine rich repeat containing G protein-coupled receptor 6,G-protein coupled receptor,209,0.502,0.923,2.94E-06,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,HACD1,9200,B0YJ81,3-hydroxyacyl-CoA dehydratase 1,,160,0.539,0.846,1.29E-09,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,TH,7054,P07101,tyrosine hydroxylase,,321,0.462,0.885,1.69E-06,0.01,,1,1,0,2003,2003
Huntington Disease,C0020179,RPS6KA1,6195,Q15418,ribosomal protein S6 kinase A1,Kinase,68,0.619,0.654,0.0019056,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,CCL4,6351,P13236;Q8NHW4,C-C motif chemokine ligand 4,Signaling,276,0.466,0.923,0.24134,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,IER3,8870,P46695,immediate early response 3,,78,0.593,0.769,0.63122,0.01,,1,1,0,2007,2007
Huntington Disease,C0020179,CXCL12,6387,P48061,C-X-C motif chemokine ligand 12,,626,0.379,0.846,0.11851,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,MIR615,693200,,microRNA 615,,41,0.647,0.615,,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,MIR549A,693132,,microRNA 549a,,2,1,0.115,,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,LIN7B,64130,Q9HAP6,"lin-7 homolog B, crumbs cell polarity complex component",Cell-cell junction,4,0.89,0.115,0.85352,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,SELENOP,6414,P49908,selenoprotein P,Extracellular structure,138,0.545,0.769,8.29E-07,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,MAP2K4,6416,P45985,mitogen-activated protein kinase kinase 4,Kinase,100,0.559,0.692,0.99709,0.01,,1,1,0,1999,1999
Huntington Disease,C0020179,MIR421,693122,,microRNA 421,,73,0.592,0.692,,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,POU5F1P3,642559,,POU class 5 homeobox 1 pseudogene 3,,285,0.452,0.808,,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,TCF3,6929,P15923,transcription factor 3,Transcription factor,244,0.476,0.846,0.025824,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,KDM5D,8284,Q9BY66,lysine demethylase 5D,Transcription factor,26,0.7,0.423,0.92793,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,APLN,8862,Q9ULZ1,apelin,,226,0.497,0.769,0.45897,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,KDM5C,8242,P41229,lysine demethylase 5C,,119,0.581,0.538,1,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,SCN4A,6329,P35499,sodium voltage-gated channel alpha subunit 4,Ion channel,202,0.554,0.731,0.01294,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,BGLAP,632,P02818,bone gamma-carboxyglutamate protein,,274,0.462,0.846,4.62E-08,0.01,,0,1,0,2019,2019
Huntington Disease,C0020179,MIR486-1,619554,,microRNA 486-1,,142,0.521,0.808,,0.01,,0,1,0,2015,2015
Huntington Disease,C0020179,RPS6KB1,6198,P23443,ribosomal protein S6 kinase B1,Kinase,169,0.511,0.731,0.97285,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,RPS19,6223,P39019,ribosomal protein S19,Nucleic acid binding,256,0.48,0.846,0.92111,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,COIL,8161,P38432,coilin,Nucleic acid binding,51,0.617,0.654,0.009434,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,RRAS,6237,P10301,RAS related,Enzyme modulator,149,0.543,0.808,0.004663,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,SLC25A28,81894,Q96A46,solute carrier family 25 member 28,Transporter,2,0.931,0.115,0.92954,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,TGM3,7053,Q08188,transglutaminase 3,Enzyme,49,0.653,0.385,2.97E-06,0.01,,1,1,0,2005,2005
Huntington Disease,C0020179,BTRC,8945,Q9Y297,beta-transducin repeat containing E3 ubiquitin protein ligase,,75,0.601,0.731,0.011942,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,SORT1,6272,Q99523,sortilin 1,Transporter,111,0.573,0.615,0.99987,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,MIA,8190,Q16674,MIA SH3 domain containing,,130,0.537,0.769,1.73E-05,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,BCL10,8915,O95999,BCL10 immune signaling adaptor,,205,0.491,0.769,0.33709,0.01,,1,1,0,2001,2001
Huntington Disease,C0020179,TFAM,7019,Q00059,"transcription factor A, mitochondrial",,147,0.529,0.731,0.17259,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,SGPL1,8879,O95470,sphingosine-1-phosphate lyase 1,,85,0.597,0.731,0.0036264,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,ZMAT3,64393,Q9HA38,zinc finger matrin-type 3,,19,0.751,0.269,0.00019034,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,UGT1A1,54658,P22309,UDP glucuronosyltransferase family 1 member A1,,302,0.464,0.769,3.26E-06,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,RRS1,23212,Q15050,ribosome biogenesis regulator 1 homolog,Nucleic acid binding,42,0.656,0.5,0.17712,0.01,,1,1,0,2002,2002
Huntington Disease,C0020179,FGF2,2247,P09038,fibroblast growth factor 2,Signaling,635,0.383,0.923,0.0184,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,GPRC6A,222545,Q5T6X5,G protein-coupled receptor class C group 6 member A,G-protein coupled receptor,173,0.526,0.923,5.59E-17,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,MARCHF8,220972,Q5T0T0,membrane associated ring-CH-type finger 8,,87,0.59,0.692,5.87E-07,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,FBN1,2200,P35555,fibrillin 1,Calcium-binding protein,552,0.417,0.846,1,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,PTK2B,2185,Q14289,protein tyrosine kinase 2 beta,Kinase,319,0.448,0.808,0.93536,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,FABP4,2167,P15090,fatty acid binding protein 4,,194,0.5,0.808,5.18E-05,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,F13B,2165,P05160,coagulation factor XIII B chain,,47,0.686,0.5,8.91E-10,0.01,,1,1,0,2002,2002
Huntington Disease,C0020179,F13A1,2162,P00488,coagulation factor XIII A chain,Enzyme,117,0.575,0.731,5.29E-08,0.01,,1,1,0,2002,2002
Huntington Disease,C0020179,F11,2160,P03951,coagulation factor XI,Enzyme,100,0.59,0.692,3.61E-26,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,FGF13,2258,Q92913,fibroblast growth factor 13,Signaling,167,0.514,0.808,0.89489,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,FGFR2,2263,P21802,fibroblast growth factor receptor 2,Kinase,731,0.38,0.808,0.99731,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,ACSBG1,23205,Q96GR2,acyl-CoA synthetase bubblegum family member 1,Enzyme,73,0.603,0.654,3.96E-05,0.01,,1,1,0,1988,1988
Huntington Disease,C0020179,FLNA,2316,P21333,filamin A,,571,0.419,0.846,1,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,TBC1D9,23158,Q6ZT07,TBC1 domain family member 9,Enzyme,491,0.399,0.846,2.80E-05,0.01,,1,1,0,2000,2000
Huntington Disease,C0020179,SV2C,22987,Q496J9,synaptic vesicle glycoprotein 2C,,15,0.821,0.192,2.44E-05,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,SBNO2,22904,Q9Y2G9,strawberry notch homolog 2,Enzyme,41,0.663,0.538,0.0070655,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,RPH3A,22895,Q9Y2J0,rabphilin 3A,,25,0.76,0.385,0.0016609,0.01,,1,1,0,2007,2007
Huntington Disease,C0020179,MLXIP,22877,Q9HAP2,MLX interacting protein,,70,0.597,0.692,0.98932,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,NLRP1,22861,Q9C000,NLR family pyrin domain containing 1,,200,0.502,0.769,4.97E-19,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,ATF5,22809,Q9Y2D1,activating transcription factor 5,,41,0.674,0.385,0.29163,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,ABCD1,215,P33897,ATP binding cassette subfamily D member 1,Transporter,154,0.563,0.731,0.99896,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,EZH1,2145,Q92800,enhancer of zeste 1 polycomb repressive complex 2 subunit,Epigenetic regulator,38,0.663,0.577,0.042501,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,ERN1,2081,O75460,endoplasmic reticulum to nucleus signaling 1,Kinase,163,0.513,0.808,0.99027,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,DNASE1,1773,P24855,deoxyribonuclease 1,,180,0.505,0.846,6.98E-21,0.01,,1,1,0,2020,2020
Huntington Disease,C0020179,DNAH6,1768,Q9C0G6,dynein axonemal heavy chain 6,Enzyme,11,0.769,0.462,1.12E-36,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,DMD,1756,P11532,dystrophin,,484,0.423,0.923,1,0.01,,1,1,0,1996,1996
Huntington Disease,C0020179,DLG3,1741,Q92796,discs large MAGUK scaffold protein 3,,144,0.544,0.615,0.99999,0.01,,1,1,0,2009,2009
Huntington Disease,C0020179,DLG1,1739,Q12959,discs large MAGUK scaffold protein 1,Receptor,54,0.647,0.654,0.99393,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,DHFR,1719,P00374,dihydrofolate reductase,Enzyme,191,0.513,0.808,0.0343,0.01,,1,1,1,2019,2019
Huntington Disease,C0020179,DHCR24,1718,Q15392,24-dehydrocholesterol reductase,Enzyme,216,0.498,0.769,0.031029,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,PTCRA,171558,Q6ISU1,pre T cell antigen receptor alpha,,51,0.656,0.692,0.14449,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,OXER1,165140,Q8TDS5,oxoeicosanoid receptor 1,G-protein coupled receptor,169,0.529,0.923,7.32E-08,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,DPP6,1804,P42658,dipeptidyl peptidase like 6,Enzyme,71,0.603,0.692,0.33997,0.01,,1,1,0,2000,2000
Huntington Disease,C0020179,DPYSL2,1808,Q16555,dihydropyrimidinase like 2,Enzyme,93,0.585,0.692,0.99375,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,ERCC6,2074,P0DP91;Q03468,"ERCC excision repair 6, chromatin remodeling factor",,257,0.507,0.808,5.16E-22,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,EMP1,2012,P54849,epithelial membrane protein 1,Cellular structure,114,0.56,0.769,0.49706,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,SCAMP5,192683,Q8TAC9,secretory carrier membrane protein 5,Enzyme,15,0.839,0.192,0.65099,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,ABCA1,19,O95477,ATP binding cassette subfamily A member 1,Transporter,291,0.467,0.846,1.45E-13,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,E2F2,1870,Q14209,E2F transcription factor 2,Nucleic acid binding,75,0.599,0.692,0.25505,0.01,,1,1,1,2015,2015
Huntington Disease,C0020179,DUSP2,1844,Q05923,dual specificity phosphatase 2,,118,0.558,0.769,4.47E-05,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,DTX1,1840,Q86Y01,deltex E3 ubiquitin ligase 1,Enzyme,38,0.656,0.5,0.00098982,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,DRD5,1816,P21918,dopamine receptor D5,G-protein coupled receptor,73,0.603,0.423,1.35E-16,0.01,,1,1,0,1992,1992
Huntington Disease,C0020179,DRD3,1814,P35462,dopamine receptor D3,G-protein coupled receptor,199,0.529,0.692,0.0023694,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,DDIT3,1649,P35638,DNA damage inducible transcript 3,,264,0.467,0.846,0.59066,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,PHLPP1,23239,O60346,PH domain and leucine rich repeat protein phosphatase 1,Epigenetic regulator,73,0.597,0.654,0.99927,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,GPR3,2827,P46089,G protein-coupled receptor 3,G-protein coupled receptor,18,0.743,0.5,0.00026263,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,AKAP8L,26993,Q9ULX6,A-kinase anchoring protein 8 like,,2,0.931,0.115,0.028839,0.01,,1,1,0,2005,2005
Huntington Disease,C0020179,GJA1,2697,P17302,gap junction protein alpha 1,Cell-cell junction,662,0.393,0.885,0.15523,0.01,,1,1,0,1998,1998
Huntington Disease,C0020179,GIP,2695,P09681,gastric inhibitory polypeptide,,110,0.57,0.654,0.27108,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,GH1,2688,P01241,growth hormone 1,Signaling,686,0.373,0.923,0.030057,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,GC,2638,P02774,GC vitamin D binding protein,Transporter,219,0.489,0.885,2.73E-11,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,FGF21,26291,Q9NSA1,fibroblast growth factor 21,Signaling,236,0.485,0.769,0.029439,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,GATA4,2626,P43694,GATA binding protein 4,,336,0.458,0.846,0.49308,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,POLDIP2,26073,Q9Y2S7,DNA polymerase delta interacting protein 2,,530,0.396,0.923,0.41407,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,ATRNL1,26033,Q5VV63,attractin like 1,Enzyme modulator,117,0.546,0.769,0.99915,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,MLH3,27030,Q9UHC1,mutL homolog 3,Nucleic acid binding,108,0.582,0.538,4.90E-08,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,SIGLEC7,27036,Q9Y286,sialic acid binding Ig like lectin 7,Receptor,137,0.535,0.846,2.39E-07,0.01,,1,1,0,2013,2013
Huntington Disease,C0020179,SLCO1B3,28234,Q9NPD5,solute carrier organic anion transporter family member 1B3,Transporter,87,0.592,0.769,5.32E-24,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,HTRA2,27429,O43464,HtrA serine peptidase 2,,151,0.542,0.692,0.0035755,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,GLP1R,2740,P43220,glucagon like peptide 1 receptor,G-protein coupled receptor,288,0.471,0.846,0.29347,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,HPGDS,27306,O60760,hematopoietic prostaglandin D synthase,,570,0.388,0.923,1.81E-06,0.01,,1,1,0,1999,1999
Huntington Disease,C0020179,PDLIM3,27295,Q53GG5,PDZ and LIM domain 3,Cellular structure,118,0.547,0.769,3.03E-07,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,DISC1,27185,Q9NRI5,DISC1 scaffold protein,,136,0.548,0.769,1.68E-06,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,IL37,27178,Q9NZH6,interleukin 37,,280,0.459,0.846,0.00012343,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,NAAA,27163,Q02083,N-acylethanolamine acid amidase,Enzyme,90,0.579,0.692,2.07E-10,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,NSG1,27065,P42857,neuronal vesicle trafficking associated 1,,27,0.691,0.538,0.0088286,0.01,,1,1,0,1996,1996
Huntington Disease,C0020179,NGDN,25983,Q8NEJ9,neuroguidin,,20,0.736,0.385,2.04E-08,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,SOSTDC1,25928,Q6X4U4,sclerostin domain containing 1,,83,0.588,0.808,0.16334,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,MRGPRX1,259249,Q96LB2,MAS related GPR family member X1,G-protein coupled receptor,166,0.531,0.923,,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,STH,246744,Q8IWL8,saitohin,,27,0.705,0.385,,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,IL17RA,23765,Q96F46,interleukin 17 receptor A,,159,0.529,0.808,0.00035636,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,ARFIP2,23647,P53365,ADP ribosylation factor interacting protein 2,Enzyme modulator,5,0.861,0.231,0.77422,0.01,,1,1,0,2002,2002
Huntington Disease,C0020179,LPAR3,23566,Q9UBY5,lysophosphatidic acid receptor 3,G-protein coupled receptor,194,0.509,0.923,0.67935,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,NAT2,10,P11245,N-acetyltransferase 2,Enzyme,311,0.451,0.885,3.27E-06,0.01,,1,1,0,1997,1997
Huntington Disease,C0020179,BRD4,23476,O60885,bromodomain containing 4,Epigenetic regulator,335,0.446,0.885,1,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,ABCB10,23456,Q9NRK6,ATP binding cassette subfamily B member 10,Transporter,22,0.716,0.423,2.91E-08,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,DICER1,23405,Q9UPY3,"dicer 1, ribonuclease III",Enzyme,302,0.446,0.846,1,0.01,,1,1,2,2016,2016
Huntington Disease,C0020179,CRTC1,23373,Q6UUV9,CREB regulated transcription coactivator 1,Transcription factor,115,0.565,0.692,0.531,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,MTOR,2475,P42345,mechanistic target of rapamycin kinase,Kinase,960,0.343,0.885,1,0.01,,1,1,0,2020,2020
Huntington Disease,C0020179,ALPI,248,P09923,"alkaline phosphatase, intestinal",Enzyme,98,0.563,0.769,2.45E-18,0.01,,1,1,0,2005,2005
Huntington Disease,C0020179,RNF19A,25897,Q9NV58,"ring finger protein 19A, RBR E3 ubiquitin protein ligase",Enzyme,523,0.397,0.923,0.025305,0.01,,1,1,0,2008,2008
Huntington Disease,C0020179,CHRDL2,25884,Q6WN34,chordin like 2,,21,0.729,0.308,1.60E-06,0.01,,1,1,0,2007,2007
Huntington Disease,C0020179,QPCT,25797,Q16769,glutaminyl-peptide cyclotransferase,Enzyme,94,0.568,0.731,1.20E-15,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,GPX6,257202,P59796,glutathione peroxidase 6,Enzyme,13,0.769,0.385,2.58E-06,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,GAD2,2572,Q05329,glutamate decarboxylase 2,Enzyme,173,0.529,0.731,0.75083,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,GABRA2,2555,P47869,gamma-aminobutyric acid type A receptor subunit alpha2,Ion channel,60,0.641,0.346,0.99598,0.01,,1,1,0,2016,2016
Huntington Disease,C0020179,XRCC6,2547,P12956,X-ray repair cross complementing 6,Enzyme,119,0.552,0.769,0.99904,0.01,,1,1,0,2010,2010
Huntington Disease,C0020179,IPMK,253430,Q8NFU5,inositol polyphosphate multikinase,Kinase,19,0.751,0.423,0.96258,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,FSHMD1A,2489,,facioscapulohumeral muscular dystrophy 1A,,60,0.638,0.808,,0.01,,1,1,0,2014,2014
Huntington Disease,C0020179,FMR1,2332,Q06787,FMRP translational regulator 1,Nucleic acid binding,346,0.473,0.769,0.64718,0.01,,1,1,0,1995,1995
Huntington Disease,C0020179,DCT,1638,P40126,dopachrome tautomerase,Enzyme,59,0.619,0.654,7.39E-14,0.01,,1,1,0,2019,2019
Huntington Disease,C0020179,CHEK2,11200,O96017,checkpoint kinase 2,Kinase,297,0.46,0.808,1.21E-24,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,CCT2,10576,P78371,chaperonin containing TCP1 subunit 2,Chaperone,38,0.656,0.577,0.99853,0.01,,1,1,0,1995,1995
Huntington Disease,C0020179,ARFGEF2,10564,Q9Y6D5,ADP ribosylation factor guanine nucleotide exchange factor 2,,52,0.659,0.462,0.99993,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,SPTLC1,10558,O15269,serine palmitoyltransferase long chain base subunit 1,Enzyme,63,0.65,0.538,4.19E-11,0.01,,1,1,0,2017,2017
Huntington Disease,C0020179,UBD,10537,O15205,ubiquitin D,,71,0.597,0.692,0.0070467,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,CIB1,10519,Q99828,calcium and integrin binding 1,,275,0.458,0.769,0.00032612,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,CAP1,10487,Q01518,cyclase associated actin cytoskeleton regulatory protein 1,Cellular structure,149,0.529,0.808,0.019817,0.01,,1,1,0,2011,2011
Huntington Disease,C0020179,CDX2,1045,Q99626,caudal type homeobox 2,Transcription factor,278,0.458,0.769,0.52887,0.01,,1,1,0,2012,2012
Huntington Disease,C0020179,PRMT5,10419,O14744,protein arginine methyltransferase 5,Epigenetic regulator,131,0.539,0.769,0.99999,0.01,,1,1,0,2015,2015
Huntington Disease,C0020179,SPON2,10417,Q9BUD6,spondin 2,Extracellular structure,34,0.705,0.577,2.66E-15,0.01,,1,1,0,2018,2018
Huntington Disease,C0020179,SORBS1,10580,Q9BX66,sorbin and SH3 domain containing 1,,124,0.554,0.769,1.53E-12,0.01,,1,1,0,2011,2011
